,Time,User,Tweet
482,2022-11-25 20:02:59+00:00,Fitzstock2004,"$spy $spx $es_f $comp $qqq $nq_f #spx #spy #es_f #comp #qqq #nq_f #stocks 
 -Daily chart close with notes 11/25/22 https://t.co/zTMisXcg0o"
483,2022-11-25 20:01:53+00:00,JosephJames07,"2-Try Traps are some of the best entries, and I love using them at support levels just below a range!

#DayTrading #FuturesTrading #TechnicalAnalysis #PriceAction #Emini #Nasdaq #SPY #QQQ #CrudeOil #DreamJob #SchoolOfTrade https://t.co/8nH8BCPbCW"
484,2022-11-25 19:33:44+00:00,AlwaysReliable_,RT @VeteranWallSt: How profitable would it be to have our automated PWG Levels for $AAPL $GS $HD &amp; $DIS each week? Levels are displayed on…
485,2022-11-25 19:28:01+00:00,VeteranWallSt,"How profitable would it be to have our automated PWG Levels for $AAPL $GS $HD &amp; $DIS each week? Levels are displayed on 15min charts for reference &amp; come w/ programmed labels to help you stay on the right side of the trade!
#TradersHelpingTraders #AAPL #GS #HD #DIS #SPX #SPY #QQQ https://t.co/iolpIgQbWc"
486,2022-11-25 19:23:47+00:00,leoventuresllc,#ipo #stocks #stockmarket #hedgefunds #speculation #investments #business #options #spy #qqq #dji #futures https://t.co/qnmiBZaPUS
487,2022-11-25 19:12:48+00:00,TrevorTrades_,A few scalps with light size on this trend break since we had low volume today. Small day and walk away ✅🤝$QQQ #NASDAQ #futures #spy #qqq #spx $spy $qqq #mnq #scalping https://t.co/wK0ABAFk88
488,2022-11-25 18:53:47+00:00,leoventuresllc,#nyse #cboe #spy #stockmarket #options #hedgefunds #money #stocks #investments #banking #qqq #dji https://t.co/1ImtPhngvI
489,2022-11-25 18:47:45+00:00,beaker192,Daily chart bearish swing flagged for $QQQ on 11-25-2022 calculated after market close with unusual options flow. #bearishswing #QQQ #unusualoptionsflow #stockmarket #stocks #investing #trading https://t.co/5dVJaNFIEG
490,2022-11-25 18:46:39+00:00,andi_vz_,RT @DanielMuvdiYT: Recordatorio: El mercado mañana 24 de Noviembre estará Cerrado por el dia de accion de gracias y el VIernes 25 abrirá ha…
491,2022-11-25 18:45:08+00:00,BadgerBooshay,"RT @VeteranWallSt: So much to be thankful for this year, but this community is definitely at the top of my list!!!
#TradersHelpingTraders #…"
492,2022-11-25 18:44:50+00:00,PacoG2021,RT @hello_doug: I don’t understand the rational to keep buying. This just seems crazy to be buying here. #spy #spx #qqq
493,2022-11-25 18:43:32+00:00,beaker192,Daily chart inside bar flagged for $QQQ on 11-25-2022 calculated after market close with unusual options flow. #insidebar #QQQ #unusualoptionsflow #stockmarket #stocks #investing #trading https://t.co/RtFITvwVEh
494,2022-11-25 18:43:22+00:00,BadgerBooshay,RT @VeteranWallSt: Video explaining THE PROCESS behind the weekly previews &amp; charts included below...please ask questions &amp; Follow/Like/Ret…
495,2022-11-25 18:40:26+00:00,crypto4teachers,Might be time to show @I_Am_The_ICT members the power of the enigma #algo trading ranges. ICT is 100% right that everything runs on an algo. If you want us to release the indices version comment below. #ES #NQ #QQQ #SPX
496,2022-11-25 18:37:27+00:00,Forex4US30,"Our key levels Works for options traders as well. Most of these options postions were made based off our signals group just with slight conversions #dia #qqq 

https://t.co/9fj9VxSVgJ"
497,2022-11-25 18:24:58+00:00,dr10197,"RT @ApexCapitalLLC: Going to be posting analysis on indices going forward in hopes to change some lives for the better.
 #SPY #QQQ #ES"
498,2022-11-25 18:23:12+00:00,PaulAsmar5,"ES SPY PM 11/25/22. Recap of the weeks action and what December has in s... https://t.co/UnBPJOhAm7 via @YouTube

Have a good weekend y’all. https://t.co/uxkBQYw5If #ES_F #SPY #QQQ #NQ #RTY #IWM #windotrader #futures #options #algothealligator #stocks #daytrading"
499,2022-11-25 18:21:12+00:00,toomuchALPHA,"I expect 4050 to give way at some point... right to 4075 and 4100s 

#ES_F #NQ_F #SPY #QQQ https://t.co/1BZYLWFTcw"
500,2022-11-25 18:12:57+00:00,AlphaSigma888,"RT @toomuchALPHA: 4025 to 4075  MAJOR LEVEL

USSR comeback tracers main 4032 to 200 day sma major level buyers need to close above ! I thin…"
501,2022-11-25 18:11:29+00:00,teambolltrading,"#QQQ update 

We need to hold and close above this 310 area for any sign of strength.

Have some great short set up's incoming if we can close in this area 

Our short side set up's will come from the lows and breaks of support today https://t.co/HKiAx1BOwR"
502,2022-11-25 17:49:14+00:00,bemweezy15,"$uvxy 10$ CALLS 1/20/2023 .70avg 
NFA. #stockmarket #uvxy #vix #spy #qqq #spx #esf"
503,2022-11-25 17:38:15+00:00,SMB2213,"RT @JC_Investment: SPX longterm outlook for the next 4~5 years.

Thank me later.

#SPY #QQQ #DIA #IWM #BTC https://t.co/F19ujsaryJ"
504,2022-11-25 17:20:25+00:00,squawk_hawk,"RT @toomuchALPHA: HOD from Wed is UNFINISHED 

we will leaving prior value from 11/23 and rising above n beyond! 

#ES_F #NQ_F #QQQ #SPY ht…"
505,2022-11-25 16:59:49+00:00,IvanRomeroM3,"Stuck to the plan. Stopped trading by 10:30. Made $442 in my main day trade account and executed a $1,771 profit trade from my hold of 7 SPX 4050 puts (bought Wed @ 4 PM for 49.57). Sold right at the open for 52.10 (5.1%) — $2,213 on the day! $SPY #SPX #QQQ #OptionsTrading #SP500"
506,2022-11-25 16:56:48+00:00,BeardedBearYVR,"RT @Unbearabull2: #QQQ breakout incoming
https://t.co/V0PiLDh25P

#AMC #APE #GME 

there was an early dip, ending early"
507,2022-11-25 16:30:07+00:00,trendalertsx,"📉 $QQQ Bear Swing Signal 📉

🚀 Over 90% of InsiderFinance indicators predict bear trend on 1 hour chart

Learn more 👉 https://t.co/QN7hM9BEv9

#QQQ #Stocks #DayTrading #SwingTrading https://t.co/XgTdwtIHxE"
508,2022-11-25 16:17:04+00:00,lovehawties,"RT @Unbearabull2: #QQQ breakout incoming
https://t.co/V0PiLDh25P

#AMC #APE #GME 

there was an early dip, ending early"
509,2022-11-25 16:16:45+00:00,Unbearabull2,"#QQQ breakout incoming
https://t.co/V0PiLDh25P

#AMC #APE #GME 

there was an early dip, ending early"
510,2022-11-25 16:13:14+00:00,NMinvestments,I am now completely short #spy #qqq $spy $qqq good luck.
511,2022-11-25 16:12:50+00:00,TradingAllIn,$HOOD|#HOOD #Robinhood Is Now Offering #OptionsContracts That Expire Every Day Of The Week https://t.co/QZniXxkUZn @MktsInsider @BusinessInsider $QQQ|#QQQ $SPY|#SPY $CBOE|#CBOE
512,2022-11-25 15:50:55+00:00,HamzeiAnalytics,"RT @Admiral_Tiko: CURRENT
Lowry Up and Down Volume Ratios for #NYSE, #NASDAQ  &amp; #RUT 

@Norseman1
@WalterDeemer
@MarketTells

#RUT #SPY #QQ…"
513,2022-11-25 15:50:38+00:00,Admiral_Tiko,"CURRENT
Lowry Up and Down Volume Ratios for #NYSE, #NASDAQ  &amp; #RUT 

@Norseman1
@WalterDeemer
@MarketTells

#RUT #SPY #QQQ #IWM #ES_F #NQ_F #RTY_F

MUST READ:  https://t.co/LN9vkTiTqZ https://t.co/cj9v967oU9"
514,2022-11-25 15:40:46+00:00,Jbenavides167,"RT @DanielMuvdiYT: En 20 minutos #LaApertura  del mercado análisis técnico, fundamental y estrategias intradía!

Bot de señales, nuevas est…"
515,2022-11-25 15:40:08+00:00,axelonus,"RT @DanielMuvdiYT: En 20 minutos #LaApertura  del mercado análisis técnico, fundamental y estrategias intradía!

Bot de señales, nuevas est…"
516,2022-11-25 15:39:47+00:00,2907constantine,"RT @DanielMuvdiYT: En 20 minutos #LaApertura  del mercado análisis técnico, fundamental y estrategias intradía!

Bot de señales, nuevas est…"
517,2022-11-25 15:39:46+00:00,JavierGS1988,"RT @DanielMuvdiYT: En 20 minutos #LaApertura  del mercado análisis técnico, fundamental y estrategias intradía!

Bot de señales, nuevas est…"
518,2022-11-25 15:39:43+00:00,MarioPaucar10,"RT @DanielMuvdiYT: En 20 minutos #LaApertura  del mercado análisis técnico, fundamental y estrategias intradía!

Bot de señales, nuevas est…"
519,2022-11-25 15:38:48+00:00,duqbuifabian,"RT @DanielMuvdiYT: En 20 minutos #LaApertura  del mercado análisis técnico, fundamental y estrategias intradía!

Bot de señales, nuevas est…"
520,2022-11-25 15:30:12+00:00,trendalertsx,"🚨 $QQQ Trend Change Alert 🚨

📉 Over 60% of InsiderFinance indicators predict bear trend on 1 hour chart

Learn more 👉 https://t.co/QN7hM9B6FB

#QQQ #Stocks #DayTrading #SwingTrading https://t.co/qaPLnlmw2B"
521,2022-11-25 15:06:46+00:00,RyanWright84,"RT @toomuchALPHA: HOD from Wed is UNFINISHED 

we will leaving prior value from 11/23 and rising above n beyond! 

#ES_F #NQ_F #QQQ #SPY ht…"
522,2022-11-25 15:03:15+00:00,toomuchALPHA,"HOD from Wed is UNFINISHED 

we will leaving prior value from 11/23 and rising above n beyond! 

#ES_F #NQ_F #QQQ #SPY https://t.co/RbeiI8HM1R"
523,2022-11-25 14:45:05+00:00,trendalertsx,"🚨 $QQQ Trend Change Alert 🚨

📉 Over 60% of InsiderFinance indicators predict bear trend on 15 min chart

Learn more 👉 https://t.co/QN7hM9jvh1

#QQQ #Stocks #DayTrading #SwingTrading https://t.co/MEtuxr19ND"
524,2022-11-25 14:37:27+00:00,SupraFast7159,"$ES_F $NQ_F $RTY_F $SPY $QQQ Be careful bulls. Don't just jump in, wait for a floor + exhaustion setup.  Still short for now until we hit that range I posted earlier. Moving my stop down as we go #SupraTrade #futures 
 
#spy #spx #es_f #nq_f #rty_f #qqq #trading"
525,2022-11-25 14:32:13+00:00,CaydenParker11,Let’s go $TSLA! #QQQ #SPY #DOWJONES #AMZN #DIS #AAPL #GOOG #META #FB Let’s get this market turning green on this short trading day today!! 😊✅
526,2022-11-25 14:31:45+00:00,Ja______Ma,#SP500 #DJ #QQQ #EUR #GOLD #WTI #BTC #ETH #BNB https://t.co/JMTifrnppW
527,2022-11-25 14:26:07+00:00,lurenbian,RT @RogueTrader97: The overnight effect is even more apparent in tech. Holding QQQ only for the overnight session results in an outperforma…
528,2022-11-25 13:38:37+00:00,SupraFast7159,"$ES_F $SPY $SPX $SPXL $MES_F Looks like the Target is the retest of Wednesday's lows. Will look for a long setup in that lower range. #SupraTrades #futures 
 
#trading #spx #spy #qqq #iwm #nasdaq #russell https://t.co/IMbLIMZKu3"
529,2022-11-25 13:05:59+00:00,PaulAsmar5,"ES SPY AM 11/25/22. Wide ON POCS in the S&amp;P. Acceptance inside Wednesday... https://t.co/nYWrXZdXmF via @YouTube

Time for work. https://t.co/uxkBQYwDxN #ES_F #SPY #QQQ #NQ #RTY #IWM #WINDOTRADER #futures #options #stocks #daytrading #algothealligator"
530,2022-11-25 12:53:47+00:00,leoventuresllc,#ipo #stocks #stockmarket #hedgefunds #speculation #investments #business #options #spy #qqq #dji #futures https://t.co/SPUJMMVnZ4
531,2022-11-25 12:51:11+00:00,StocksAfterDark,"#SADnation if you’re trading today. Keep in mind volume will be low. Market closes early, 1PM US EST. Therefore your 0dte contracts will burn very quick today (theta). Have a plan. Waiting until next week is also a PLAN. 

$SPY #SPY $MSFT #MSFT $AAPL #AAPL $AMZN #AMZN $QQQ #QQQ"
532,2022-11-25 12:43:28+00:00,Crptotrader4,"Barkworthさん

#QQQ 

 $QQQ 
価格はレジスタンスを上回り、.618を上回っています。私は下降の可能性を見ていますが、まだセットアップができていません。価格が.886になるか注目です

#米国株
#投資初心者さんと繋がりたい
#20代投資家と繋がりたい
#投資家さんと繋がりたい
#投資勉強中
#ナスダック https://t.co/FcaEA30MUy"
533,2022-11-25 12:25:05+00:00,BoolKool5,RT @leoventuresllc: #nyse #cboe #spy #stockmarket #options #hedgefunds #money #stocks #investments #banking #qqq #dji https://t.co/WTNfXQj8…
534,2022-11-25 12:23:47+00:00,leoventuresllc,#nyse #cboe #spy #stockmarket #options #hedgefunds #money #stocks #investments #banking #qqq #dji https://t.co/WTNfXQj8BB
535,2022-11-25 12:16:11+00:00,TrueTraderNet,"US Stocks Fight Hard To Sustain Upward Momentum In Friday's Truncated Session — Bond Yields, Tesla, Energy Stocks In Focus #SPY #QQQ #USO #MarketOutlook #News https://t.co/YuVwWZ0JZz"
536,2022-11-25 10:21:53+00:00,solveforce,"RT @VeteranWallSt: So much to be thankful for this year, but this community is definitely at the top of my list!!!
#TradersHelpingTraders #…"
537,2022-11-25 09:43:52+00:00,Unbearabull2,"$TSLA $VEON #GOEV #IXIC #QQQ 

tech rally

$TSLA +3.97% https://t.co/mX57SxLdUK"
538,2022-11-25 09:14:02+00:00,topstonks,"$QQQ one of the most mentioned on wallstreetbets over the last 7 daysVia https://t.co/DCtZrrXMsz#qqq    #wallstreetbets  #daytrading https://t.co/e7zIZJj2VZ"
539,2022-11-25 09:05:43+00:00,IndieTraders,"RT @VeteranWallSt: So much to be thankful for this year, but this community is definitely at the top of my list!!!
#TradersHelpingTraders #…"
540,2022-11-25 08:01:01+00:00,PiVol_Trader,"#ES_F 
There is a good opportunity to see 4079 🎯

NOW(4044)

#SPX $SPX $SPY $NQ #NQ $QQQ #QQQ #NDX $NDX"
541,2022-11-25 07:46:36+00:00,q68166618,#qqqqqqqqq ffffff hhhh #qqq jjjj kkk bbbb ggggggg #ddddd kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
542,2022-11-25 07:08:45+00:00,toomuchALPHA,"Santa Claus Rally statistics my old trade group ran by Chris Kahn old friend and very good Dalton pure profiler! She def taught me the most about TPO and profile. 🏴‍☠️²³
#ES_F #SPY #NQ_F #QQQ https://t.co/BrUaSI2rOQ"
543,2022-11-25 06:23:47+00:00,leoventuresllc,#ipo #stocks #stockmarket #hedgefunds #speculation #investments #business #options #spy #qqq #dji #futures https://t.co/uym25gFnYv
544,2022-11-25 06:01:27+00:00,Onekef,#tftblackfriday #blackfriday #ThanksgivingDay #Thanksgiving2022 #thanksgivingdinner  #forex #forextrading #forextips #trading #OptionsTrading #Spy #QQQ #TFTuesday #tft https://t.co/2evB5iLqj5
545,2022-11-25 05:53:47+00:00,leoventuresllc,#nyse #cboe #spy #stockmarket #options #hedgefunds #money #stocks #investments #banking #qqq #dji https://t.co/brrQDghhAJ
546,2022-11-25 04:09:15+00:00,click_moo,How would you reset the American economy when the nation has racket up an incredible amount of debt ($31T) and inflation is wreaking havoc on the people? A thread 🧵…. #stocks #FOMC #SPY #QQQ #recession
547,2022-11-25 03:32:52+00:00,STaylor76084368,RT @JPoco722: $DIA been leading $SPY.   Interesting some others outperforming SPY include $TAN  $SOXX but $XLK lagging.   Semis were very s…
548,2022-11-25 01:56:34+00:00,AceStocks,"@htsfhickey Fred, I believe you're right that the mindless algo's are pushing #AAPL higher as they often do during Thanksgiving week. The situation at #Foxconn does not sound good. A sudden drop in #AAPL could pull Nasdaq #QQQ shares lower by Monday even if the algo's move up on Friday."
549,2022-11-25 01:38:57+00:00,leftie_R1,RT @VeteranWallSt: Video explaining THE PROCESS behind the weekly previews &amp; charts included below...please ask questions &amp; Follow/Like/Ret…
550,2022-11-25 01:38:15+00:00,0nlyriisk,"RT @0nlyriisk: Here's how the 🤖 traded today 💵

Execution &amp; Risk Management is Everything

#QQQ #SPY $QQQ $SPY $ES_F $NQ_F #DayTrading http…"
551,2022-11-25 01:24:39+00:00,Ydanny9,"Calls will print tomorrow ⚡️

#SPY #QQQ #AMZN #DIS"
552,2022-11-25 01:18:40+00:00,AlwaysReliable_,RT @VeteranWallSt: Video explaining THE PROCESS behind the weekly previews &amp; charts included below...please ask questions &amp; Follow/Like/Ret…
553,2022-11-25 01:18:16+00:00,AlwaysReliable_,"RT @VeteranWallSt: So much to be thankful for this year, but this community is definitely at the top of my list!!!
#TradersHelpingTraders #…"
554,2022-11-25 00:38:01+00:00,VeteranWallSt,"Video explaining THE PROCESS behind the weekly previews &amp; charts included below...please ask questions &amp; Follow/Like/Retweet if you would!
https://t.co/cPHh29sQuC
#TradersHelpingTraders #ITG #SPX #SPY #ES #QQQ #NQ #NDX #IWM #TLT #VIX #BTC #DXY #AAPL #AMZN #GOOG #MSFT #TSLA #NVDA"
555,2022-11-25 00:05:08+00:00,VeteranWallSt,"So much to be thankful for this year, but this community is definitely at the top of my list!!!
#TradersHelpingTraders #ITG #SPX #SPY #ES #QQQ #NQ #NDX #IWM #VIX #TLT #AAPL #AMZN #MSFT #GOOG #TSLA #NVDA #BTC #DXY https://t.co/4mIvpRnCwM"
556,2022-11-24 23:53:47+00:00,leoventuresllc,#ipo #stocks #stockmarket #hedgefunds #speculation #investments #business #options #spy #qqq #dji #futures https://t.co/NRYedlB3ui
557,2022-11-24 23:49:48+00:00,toyokotoshi,"HEAT MAP-US major Index / Stocks (2022.11.24) 

https://t.co/wkb8iQUw1j 

#米国株 #ヒートマップ #株式投資 #米国株投資 #米国株ヒートマップ #アメリカ株  #VTI #VOO #QQQ #VT #GOOGL #APPL #高配当 #ETF #投資初心者 #投資家と繋がりたい  #投資家さんとつながりたい #投資初心者と繋がりたい https://t.co/g61DoxRujg"
558,2022-11-24 23:32:06+00:00,ankur4b,"RT @smatoff: #Lumaxtech strict entry at levels.
#VCP #stock #equity #dow #nifty #NSE #BSE #priceaction #group #sector #DJI #DJT #qqq #Break…"
559,2022-11-24 23:31:47+00:00,ankur4b,"RT @smatoff: #welent This stock has given a break out as per @markminervini  and @dryan310 style of #trading.
#VCP #stock #equity #dow #nif…"
560,2022-11-24 23:23:47+00:00,leoventuresllc,#nyse #cboe #spy #stockmarket #options #hedgefunds #money #stocks #investments #banking #qqq #dji https://t.co/u54wAIIQkk
561,2022-11-24 23:15:56+00:00,Michael81491472,"#테슬라,#애플 ,#QQQ,#SPY 등. 국내, #해외주식담보대출 신규 최저5.8~6.9% LTV45%-65%까지 하나증권 문의 010-8149-1472"
562,2022-11-24 23:04:47+00:00,PacoG2021,"RT @StocksAfterDark: $SPY #SPY $MSFT #MSFT $AAPL #AAPL $AMZN #AMZN $QQQ #QQQ 

When you zoom out and look at the larger picture, you may be…"
563,2022-11-24 22:05:05+00:00,kazami_kento,"株式は今が買いのタイミングだよ❗️
2023年に向けてじわじわ上がっていくと予想✨
#米国株 #VTI #全世界株 #VTI #ナスダック #QQQ"
564,2022-11-24 21:54:07+00:00,IamSuperTrader,"Happy #ThanksGiving, Here is our #Discord Membership Special Sale. 

https://t.co/k2y9GneShR
https://t.co/7DicXfVVZd 

#BlackFriday #Stocks #Options #Crypto #NFT #Diamond #SPY #QQQ #NASDAQ #IWM #DJI. https://t.co/VsZWqY5MXf"
565,2022-11-24 21:53:57+00:00,AAstroTrader,"RT @IamSuperTrader: Happy #ThanksGiving, Here is our #Discord Membership Special Sale. 

https://t.co/k2y9GmXhqj
https://t.co/7DicXgdxnN…"
566,2022-11-24 21:53:15+00:00,IamSuperTrader,"Happy #ThanksGiving, Here is our #Discord Membership Special Sale. 

https://t.co/k2y9GmXhqj
https://t.co/7DicXgdxnN 

#BlackFriday #Stocks #Options #Crypto #NFT #Diamond #SPY #QQQ #NASDAQ #IWM #DJI. https://t.co/ukyfnnLfnj"
567,2022-11-24 21:31:32+00:00,Ja______Ma,#SP500 #DJ #QQQ #EUR #GOLD #WTI #BTC #ETH #BNB https://t.co/DPUT2wRJKU
568,2022-11-24 21:18:26+00:00,StocksAfterDark,"$SPY #SPY $MSFT #MSFT $AAPL #AAPL $AMZN #AMZN $QQQ #QQQ 

When you zoom out and look at the larger picture, you may be shocked to see a different story than what the NOW is showing you. https://t.co/jgfnBQHAcg"
569,2022-11-24 21:10:53+00:00,SupraFast7159,"$SPY $QQQ $SPX $TQQQ $SPXL  Futures Hours Thanksgiving https://t.co/iYwBlBo0Kp

#futures #spy #qqq #spx #tqqq #spxl #es_f #nq_f #rty_f #gc_f #cl_f"
570,2022-11-24 21:01:06+00:00,kedoulianghua,"Day_Trade_Signal
Long-short signal for 2022-11-25 is:+4
The number means signal strength,which start from 0 to +10.
+ stand for long; - stand for short
Only applicable for QQQ,TQQQ,SQQQ,NQ,MNQ,etc
#QQQ #DayTrading"
571,2022-11-24 20:02:38+00:00,topstonks,"$QQQ seeing sustained chatter on wallstreetbets over the last few daysVia https://t.co/DCtZrsfVGH#qqq    #wallstreetbets  #investing https://t.co/7FdH7o783X"
572,2022-11-24 20:01:40+00:00,ivan_labrie,$QQQ: Bullish potential... - #QQQ chart on @TradingView https://t.co/sRrMIykjyH
573,2022-11-24 19:46:35+00:00,q68166618,#qqqqqqqqq ffffff hhhh #qqq jjjj kkk bbbb ggggggg #ddddd kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
574,2022-11-24 19:32:03+00:00,wijaranakula,"$TSLA bounced off its trendline support, at ~ $165.80, after a Citi analyst upgraded the stock from ""SELL"" to ""NEUTRAL"". The stock might not be out of the woods quite yet. Keep an eye on their China deliveries! This is an opinion. $SPY $SPX #SP500 #NASDAQ #QQQ https://t.co/bhKAUPoJh2"
575,2022-11-24 19:07:55+00:00,AlwaysReliable_,RT @VeteranWallSt: Posted this for our ITG members in pre-market yesterday &amp; plan on releasing a video explaining the process.  Feel free t…
576,2022-11-24 19:01:34+00:00,pacopi21,"RT @JC_Investment: SPX longterm outlook for the next 4~5 years.

Thank me later.

#SPY #QQQ #DIA #IWM #BTC https://t.co/F19ujsaryJ"
577,2022-11-24 18:04:27+00:00,KISS_RHINO,"And Never Give Up ! 

#ES_F #NQ_F #SPY #QQQ #SPX https://t.co/9OWfUG0hIX https://t.co/75H8sVenU8"
578,2022-11-24 17:51:07+00:00,eduWallStreet,"WATCH GOLD MINING STOCKS RALLY! BEST TOP 5. https://t.co/43C1lVzqp5 via @YouTube 

S&amp;P 500 $SPX $SPY $ES $ES_F #SPX #SPY #ES #ES_F
Nasdaq 100 $NQ $NQ_F $NDX $QQQ #NQ #NQ_F #NDX #QQQ
Dow Jones $DJI $DIA $YM_F #YM_F #DJI #DIA
Russell 2000 $RUT $RTY_F $IWM #RTY_F #RUT #IWM"
579,2022-11-24 17:36:13+00:00,leftie_R1,RT @VeteranWallSt: Posted this for our ITG members in pre-market yesterday &amp; plan on releasing a video explaining the process.  Feel free t…
580,2022-11-24 17:31:24+00:00,VeteranWallSt,"Posted this for our ITG members in pre-market yesterday &amp; plan on releasing a video explaining the process.  Feel free to ask questions &amp; please Follow, Like, &amp; Retweet if you would!
#TradersHelpingTraders #ITG #SPX #SPY #ES #QQQ #NQ #IWM #TLT #BTC #AAPL #AMZN #GOOG #MSFT #TSLA https://t.co/xxmMmWGlkY"
581,2022-11-24 17:23:47+00:00,leoventuresllc,#ipo #stocks #stockmarket #hedgefunds #speculation #investments #business #options #spy #qqq #dji #futures https://t.co/u8Czg6vNN4
582,2022-11-24 16:53:47+00:00,leoventuresllc,#nyse #cboe #spy #stockmarket #options #hedgefunds #money #stocks #investments #banking #qqq #dji https://t.co/AzyG8LEday
583,2022-11-24 15:44:00+00:00,VirajVyas_1204,"There you go!!! $TSLA giving 10%+ move within 2 days🔥🔥
TRUST THE CHARTS AND IGNORE THE NOISE.
#Tesla #SPX #QQQ #StockMarkets https://t.co/fp1U7IgtZr https://t.co/PKPVn6ap27"
584,2022-11-24 15:42:37+00:00,jdaoulatli,RT @Ja______Ma: #SP500 #DJ #QQQ #EUR #GOLD #WTI #BTC #ETH #BNB https://t.co/cqAdzecT0z
585,2022-11-24 15:23:01+00:00,jdaoulatli,RT @Ja______Ma: #SP500 #DJ #QQQ #EUR #GOLD #WTI #BTC #ETH #BNB https://t.co/i7edC0QLbj
586,2022-11-24 14:40:03+00:00,SupraFast7159,"$ES_F $NQ_F $SPY $QQQ $RTY_F  Happy Thanksgiving, everyone! Share this time with your loved ones. We'll be back to the grind soon enough ✊️✊️✊️

#spy #iwm #qqq #spx #es_f #nq_f #rty_f #trading #futures"
587,2022-11-24 14:34:19+00:00,bigmandaaa,"今日市場休みだった！
#米国株　#ナスダック　#ダウ　#SP500　#QQQ　#レバナス"
588,2022-11-24 14:31:56+00:00,Ja______Ma,#SP500 #DJ #QQQ #EUR #GOLD #WTI #BTC #ETH #BNB https://t.co/cqAdzecT0z
589,2022-11-24 14:13:32+00:00,Horizon_Index,"Options trading is one of the most difficult careers one can obtain.

When you hit success, you will see your true value and others will want help getting the “quick &amp; fast” money too. $SPY #QQQ https://t.co/qiXJWWhar1"
590,2022-11-24 13:52:02+00:00,Diego_Azo,"#StockMarket rises!!! #BTC to $18500!!
One bull-week! #SPX #QQQ #WallStreet https://t.co/wTolD43U4F"
591,2022-11-24 13:51:52+00:00,topstonks,"$QQQ seeing sustained chatter on wallstreetbets over the last few daysVia https://t.co/DCtZrrXMsz#qqq    #wallstreetbets  #trading https://t.co/oDywzRxQbT"
592,2022-11-24 13:44:28+00:00,Diego_Azo,¿El mercado seguirá a la alza la próxima semana? #BTC #USDT #USDC #BolsaDeValores #QQQ #BlackFriday #SP500
593,2022-11-24 13:35:18+00:00,PuneetSa11,"RT @smatoff: #unitedspirits in stage 2. Base 1 complete. EPS - doubled. Max fall and find support at 
840 - 844. Then it will be ready for…"
594,2022-11-24 13:21:54+00:00,OutsideInTrader,"I am not trading today, but here would be my levels to watch.

#Futures #daytrade #ES_F #TradingView #trading #QQQ https://t.co/MYTslco8u1"
595,2022-11-24 13:21:15+00:00,topstonks,"$QQQ one of the most mentioned on wallstreetbets over the last 7 daysVia https://t.co/DCtZrsfVGH#qqq    #wallstreetbets  #trading https://t.co/SqjnOgXaqm"
596,2022-11-24 12:19:09+00:00,paydaystocks,"Learn how to establish a simple, consistent trading plan to help you achieve astronomical growth - Join the Live Trade Calls with Ryan Jones. https://t.co/z4Jv7LofeM https://t.co/TmJKXX50ND #SPY #QQQ #IWM $OHAAW $BPTS $SPCB"
597,2022-11-24 11:30:19+00:00,topstonks,"$QQQ seeing sustained chatter on wallstreetbets over the last few daysVia https://t.co/DCtZrrXMsz#qqq    #wallstreetbets  #investors https://t.co/vereqHqAgp"
598,2022-11-24 10:53:47+00:00,leoventuresllc,#ipo #stocks #stockmarket #hedgefunds #speculation #investments #business #options #spy #qqq #dji #futures https://t.co/IK1Btla75z
599,2022-11-24 10:50:59+00:00,topstonks,"$QQQ seeing sustained chatter on wallstreetbets over the last few daysVia https://t.co/DCtZrsfVGH#qqq    #wallstreetbets  #investors https://t.co/7ojDXF6Y4U"
600,2022-11-24 10:23:47+00:00,leoventuresllc,#nyse #cboe #spy #stockmarket #options #hedgefunds #money #stocks #investments #banking #qqq #dji https://t.co/KxLYMn4gjg
601,2022-11-24 10:19:09+00:00,paydaystocks,"Learn how to establish a simple, consistent trading plan to help you achieve astronomical growth - Join the Live Trade Calls with Ryan Jones. https://t.co/z4Jv7LofeM https://t.co/TmJKXX50ND #SPY #QQQ #IWM $OHAAW $LIONW $QLGN"
602,2022-11-24 10:16:01+00:00,PuneetSa11,"RT @smatoff: #welent This stock has given a break out as per @markminervini  and @dryan310 style of #trading.
#VCP #stock #equity #dow #nif…"
603,2022-11-24 06:54:38+00:00,sspal91,"RT @smatoff: #welent This stock has given a break out as per @markminervini  and @dryan310 style of #trading.
#VCP #stock #equity #dow #nif…"
604,2022-11-24 06:53:07+00:00,smatoff,"#welent This stock has given a break out as per @markminervini  and @dryan310 style of #trading.
#VCP #stock #equity #dow #nifty #NSE #BSE #priceaction #group #sector #DJI #DJT #qqq #Breakout #multibagger #Technofunda #MVP https://t.co/wObC7c2bjE"
605,2022-11-24 06:16:36+00:00,q68166618,#qqqqqqqqq ffffff hhhh #qqq jjjj kkk bbbb ggggggg #ddddd kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
